Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,ABITest.java,,,,,,,1,1,1,1,18,1,16,0,,,,1,0,6,,,,12,12,0,,,,12,,,0,,0,0,12,,338,44,,,,271,94,226,,,23,,,,,,,,,,,,103,116,64,,,,52,,,,,,,,3,3,3,1,,,1,,,0.08,14,14,14,12
File,ALock.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,3,3,1,,,,3,,,0,,0,0,3,,46,5,,,,15,7,4,,,26,,,,,,,,,,,,7,11,7,,,,4,,,,,,,,1,1,1,1,,,0,,,1.73,3,3,3,3
File,Abi.java,,,,,,,2,2,2,1,6,0,5,0,,,,10,4,2,,,,32,30,14,,,,34,,,0,,3,0,31,,324,55,,,,251,107,113,,,18,,,,,,,,,,,,116,173,96,,,,77,,,,,,,,6,6,6,1,,,2,,,0.07,54,52,56,34
File,AbiTest.java,,,,,,,1,1,1,1,18,2,16,0,,,,1,0,0,,,,2,2,0,,,,2,,,0,,0,0,2,,70,10,,,,43,20,28,,,17,,,,,,,,,,,,24,27,16,,,,11,,,,,,,,1,1,1,1,,,0,,,0.40,2,2,2,2
File,AbstractBlockstore.java,,,,,,,3,3,3,1,10,0,10,0,,,,1,0,0,,,,1,1,0,,,,1,,,0,,0,0,1,,38,3,,,,15,6,6,,,20,,,,,,,,,,,,6,10,5,,,,5,,,,,,,,3,3,3,1,,,1,,,1.33,3,3,3,1
File,AbstractCachedSource.java,,,,,,,1,1,1,1,6,0,4,2,,,,3,0,0,,,,10,10,5,,,,10,,,2,,0,3,5,,119,12,,,,59,22,21,,,48,,,,,,,,,,,,20,38,19,,,,19,,,,,,,,3,3,3,1,,,1,,,0.81,14,14,14,10
File,AbstractChainedSource.java,,,,,,,1,1,1,1,5,0,3,2,,,,1,0,0,,,,7,7,2,,,,7,,,0,,0,3,4,,75,9,,,,28,13,8,,,38,,,,,,,,,,,,11,19,12,,,,7,,,,,,,,2,2,2,1,,,1,,,1.36,8,8,8,7
File,AbstractConfig.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,1,,,,20,20,3,,,,20,,,0,,0,2,18,,168,32,,,,113,69,32,,,23,,,,,,,,,,,,53,76,52,,,,24,,,,,,,,2,2,2,1,,,1,,,0.20,23,23,23,20
File,AbstractContractDetails.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,12,12,3,,,,12,,,0,,0,3,9,,103,18,,,,63,35,21,,,22,,,,,,,,,,,,30,44,27,,,,17,,,,,,,,3,3,3,1,,,1,,,0.35,17,17,17,12
File,AbstractCryptoTest.java,,,,,,,2,2,2,1,17,1,9,7,,,,1,1,0,,,,2,1,0,,,,2,,,0,,1,1,0,,91,7,,,,23,9,13,,,61,,,,,,,,,,,,17,21,10,,,,11,,,,,,,,2,2,2,1,,,1,,,2.65,3,3,3,2
File,AbstractDaoConfig.java,,,,,,,1,1,2,1,6,0,5,0,,,,1,0,2,,,,5,5,4,,,,5,,,0,,0,1,4,,94,14,,,,51,30,17,,,29,,,,,,,,,,,,30,38,26,,,,12,,,,,,,,3,3,4,3,,,2,,,0.57,7,7,8,7
File,AbstractValidationRule.java,,,,,,,1,1,1,1,1,0,1,0,,,,1,0,0,,,,1,1,0,,,,1,,,0,,0,0,1,,29,2,,,,4,3,0,,,23,,,,,,,,,,,,2,3,3,,,,0,,,,,,,,1,1,1,1,,,0,,,5.75,1,1,1,1
File,Account.java,,,,,,,1,1,1,1,5,0,4,0,,,,1,0,0,,,,11,11,4,,,,11,,,0,,0,0,11,,120,26,,,,73,33,23,,,21,,,,,,,,,,,,30,50,29,,,,21,,,,,,,,5,5,5,1,,,3,,,0.29,15,15,15,11
File,AccountBuilder.java,,,,,,,1,1,1,1,7,1,6,0,,,,2,2,0,,,,5,3,2,,,,5,,,0,,1,0,4,,86,21,,,,48,27,20,,,17,,,,,,,,,,,,28,37,27,,,,10,,,,,,,,2,2,2,1,,,1,,,0.35,6,6,6,5
File,AccountState.java,,,,,,,2,2,2,1,13,2,10,0,,,,1,0,0,,,,10,10,5,,,,10,,,0,,0,0,10,,193,45,,,,126,60,77,,,22,,,,,,,,,,,,70,93,56,,,,37,,,,,,,,9,9,9,4,,,2,,,0.17,20,20,21,13
File,AccountState.java,,,,,,,1,1,2,1,4,0,4,0,,,,1,0,0,,,,16,16,5,,,,16,,,0,,0,0,16,,153,28,,,,88,39,38,,,37,,,,,,,,,,,,45,63,38,,,,25,,,,,,,,3,3,5,1,,,1,,,0.42,21,21,25,16
File,AccountStateTest.java,,,,,,,1,1,1,1,8,0,8,0,,,,1,0,0,,,,1,1,0,,,,1,,,0,,0,0,1,,40,7,,,,16,11,6,,,17,,,,,,,,,,,,8,10,9,,,,1,,,,,,,,1,1,1,1,,,0,,,1.06,1,1,1,1
File,AccountTck.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,12,12,5,,,,12,,,0,,0,0,12,,88,17,,,,50,21,17,,,21,,,,,,,,,,,,18,31,20,,,,11,,,,,,,,1,1,1,1,,,0,,,0.42,12,12,12,12
File,AccountValidator.java,,,,,,,12,12,14,6,91,20,69,2,,,,1,1,0,,,,1,0,0,,,,1,,,0,,0,0,1,,122,25,,,,78,35,55,,,19,,,,,,,,,,,,39,55,29,,,,26,,,,,,,,12,12,14,6,,,2,,,0.24,12,12,14,6
File,AdaptiveMessageIdsTest.java,,,,,,,1,1,1,1,15,3,12,0,,,,1,0,0,,,,6,6,1,,,,6,,,0,,0,0,6,,152,31,,,,100,32,65,,,22,,,,,,,,,,,,76,83,24,,,,59,,,,,,,,1,1,1,1,,,0,,,0.22,6,6,6,6
File,AdminInfo.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,0,1,,,,7,7,3,,,,7,,,0,,0,0,7,,79,15,,,,43,21,16,,,21,,,,,,,,,,,,23,34,20,,,,14,,,,,,,,3,3,3,1,,,1,,,0.49,10,10,10,7
File,AdvancedDeviceUtils.java,,,,,,,3,3,4,1,15,1,13,1,,,,1,1,0,,,,1,0,0,,,,1,,,0,,0,0,1,,49,5,,,,22,12,9,,,22,,,,,,,,,,,,13,17,12,,,,5,,,,,,,,3,3,4,1,,,2,,,1.00,3,3,4,1
File,AnyFuture.java,,,,,,,2,2,3,1,8,0,6,1,,,,2,0,0,,,,6,6,1,,,,6,,,0,,2,2,2,,84,11,,,,45,15,22,,,28,,,,,,,,,,,,20,35,16,,,,19,,,,,,,,4,4,5,3,,,3,,,0.62,13,13,15,8
File,ArrayListIndex.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,14,14,1,,,,14,,,0,,1,0,13,,102,17,,,,64,30,20,,,21,,,,,,,,,,,,23,39,19,,,,20,,,,,,,,2,2,2,1,,,1,,,0.33,15,15,15,14
File,AsyncFlushable.java,,,,,,,1,1,1,1,11,0,1,10,,,,1,0,0,,,,2,2,0,,,,2,,,2,,0,0,0,,55,5,,,,7,6,0,,,43,,,,,,,,,,,,5,6,6,,,,0,,,,,,,,1,1,1,1,,,0,,,6.14,2,2,2,2
File,AsyncWriteCache.java,,,,,,,1,1,1,1,6,0,5,0,,,,2,0,2,,,,15,15,7,,,,15,,,1,,0,2,12,,158,23,,,,112,47,52,,,23,,,,,,,,,,,,51,75,37,,,,38,,,,,,,,3,3,3,1,,,2,,,0.21,18,18,18,15
File,AsyncWriteCacheTest.java,,,,,,,2,2,2,1,29,3,21,5,,,,4,0,0,,,,5,5,1,,,,5,,,0,,0,1,4,,172,25,,,,102,31,71,,,45,,,,,,,,,,,,79,86,29,,,,57,,,,,,,,4,4,4,1,,,1,,,0.44,8,8,8,5
File,AuthInitiateMessage.java,,,,,,,1,1,2,1,14,1,13,0,,,,1,2,0,,,,5,3,5,,,,5,,,1,,0,0,4,,121,15,,,,84,37,58,,,29,,,,,,,,,,,,64,71,35,,,,36,,,,,,,,2,2,3,1,,,1,,,0.35,7,7,8,5
File,AuthInitiateMessageV4.java,,,,,,,1,1,1,1,15,3,12,0,,,,1,1,0,,,,4,3,4,,,,4,,,1,,0,0,3,,110,21,,,,66,40,43,,,28,,,,,,,,,,,,49,54,38,,,,16,,,,,,,,1,1,1,1,,,0,,,0.42,4,4,4,4
File,AuthResponseMessage.java,,,,,,,2,2,2,1,10,0,10,0,,,,1,2,0,,,,4,2,3,,,,4,,,1,,0,0,3,,80,7,,,,51,21,32,,,27,,,,,,,,,,,,35,41,20,,,,21,,,,,,,,2,2,3,1,,,1,,,0.53,6,6,7,4
File,AuthResponseMessageV4.java,,,,,,,1,1,1,1,12,3,9,0,,,,1,1,0,,,,3,2,3,,,,3,,,1,,0,0,2,,80,16,,,,41,24,23,,,27,,,,,,,,,,,,28,32,23,,,,9,,,,,,,,1,1,1,1,,,0,,,0.66,3,3,3,3
File,BIUtil.java,,,,,,,1,1,1,1,5,0,3,2,,,,1,15,0,,,,15,0,0,,,,15,,,0,,0,0,15,,133,24,,,,55,23,18,,,54,,,,,,,,,,,,23,39,23,,,,16,,,,,,,,2,2,2,1,,,0,,,0.98,16,16,16,15
File,BIUtilTest.java,,,,,,,1,1,1,1,13,4,8,0,,,,1,0,0,,,,2,2,0,,,,2,,,0,,0,0,2,,64,15,,,,28,12,13,,,22,,,,,,,,,,,,20,23,10,,,,13,,,,,,,,1,1,1,1,,,0,,,0.79,2,2,2,2
File,BaseNetConfig.java,,,,,,,2,2,3,2,6,0,6,0,,,,1,0,0,,,,4,4,3,,,,4,,,0,,0,0,4,,66,7,,,,38,16,18,,,21,,,,,,,,,,,,20,30,14,,,,16,,,,,,,,4,4,6,3,,,2,,,0.55,9,9,11,6
File,BasicNode.java,,,,,,,1,1,1,1,7,0,4,1,,,,3,1,1,,,,13,12,13,,,,13,,,0,,1,0,12,,200,35,,,,118,57,48,,,47,,,,,,,,,,,,65,86,53,,,,33,,,,,,,,3,3,3,3,,,2,,,0.40,19,19,19,15
File,BasicSample.java,,,,,,,2,2,2,1,8,0,6,1,,,,4,2,2,,,,30,28,14,,,,30,,,0,,3,5,22,,397,64,,,,255,74,145,,,78,,,,,,,,,,,,122,180,83,,,,97,,,,,,,,6,6,7,3,,,2,,,0.31,59,59,62,40
File,BatchSource.java,,,,,,,1,1,1,1,8,0,1,7,,,,1,0,0,,,,1,1,0,,,,1,,,1,,0,0,0,,40,3,,,,5,4,0,,,32,,,,,,,,,,,,3,4,4,,,,0,,,,,,,,1,1,1,1,,,0,,,6.40,1,1,1,1
File,BatchSourceWriter.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,0,0,,,,6,6,1,,,,6,,,0,,1,0,5,,66,9,,,,35,16,12,,,22,,,,,,,,,,,,14,22,12,,,,10,,,,,,,,2,2,2,1,,,1,,,0.63,7,7,7,6
File,BestNumberRule.java,,,,,,,2,2,2,1,10,2,8,0,,,,1,0,0,,,,2,2,1,,,,2,,,0,,0,0,2,,57,9,,,,24,10,11,,,24,,,,,,,,,,,,11,15,9,,,,6,,,,,,,,2,2,2,1,,,1,,,1.00,3,3,3,2
File,Block.java,,,,,,,1,1,1,1,7,0,6,0,,,,2,0,1,,,,50,50,8,,,,50,,,0,,7,0,43,,520,106,,,,370,117,220,,,44,,,,,,,,,,,,197,278,116,,,,162,,,,,,,,5,5,6,4,,,2,,,0.12,71,71,72,53
File,BlockBodiesDownloader.java,,,,,,,2,2,2,1,9,0,7,0,,,,2,0,2,,,,12,12,10,,,,12,,,1,,2,4,5,,197,33,,,,138,67,64,,,26,,,,,,,,,,,,75,102,58,,,,44,,,,,,,,6,6,8,3,,,3,,,0.19,23,23,25,14
File,BlockBodiesMessage.java,,,,,,,2,2,2,1,6,0,5,0,,,,1,0,0,,,,9,9,1,,,,9,,,0,,2,0,7,,110,21,,,,64,26,29,,,25,,,,,,,,,,,,34,51,24,,,,27,,,,,,,,4,4,4,1,,,2,,,0.39,15,15,15,9
File,BlockBuilder.java,,,,,,,4,4,4,1,20,4,16,0,,,,1,2,0,,,,2,0,0,,,,2,,,0,,0,0,2,,80,16,,,,47,24,27,,,17,,,,,,,,,,,,22,32,22,,,,10,,,,,,,,6,6,6,1,,,2,,,0.36,7,7,7,2
File,BlockCustomHashRule.java,,,,,,,2,2,2,1,5,0,5,0,,,,1,0,0,,,,2,2,1,,,,2,,,0,,0,0,2,,43,5,,,,18,9,5,,,20,,,,,,,,,,,,8,12,8,,,,4,,,,,,,,2,2,2,1,,,1,,,1.11,3,3,3,2
File,BlockDownloader.java,,,,,,,2,2,3,2,12,1,9,1,,,,5,0,3,,,,29,29,15,,,,29,,,1,,4,5,19,,419,72,,,,297,88,180,,,50,,,,,,,,,,,,147,218,92,,,,126,,,,,,,,14,14,17,8,,,7,,,0.17,71,71,75,46
File,BlockHashRule.java,,,,,,,3,3,3,3,8,0,7,0,,,,1,0,0,,,,2,2,1,,,,2,,,0,,0,0,2,,52,7,,,,25,13,8,,,20,,,,,,,,,,,,12,19,13,,,,6,,,,,,,,4,4,4,4,,,3,,,0.80,5,5,5,5
File,BlockHeader.java,,,,,,,1,1,1,1,5,0,5,0,,,,1,0,4,,,,48,48,16,,,,48,,,0,,1,0,47,,423,79,,,,293,116,157,,,52,,,,,,,,,,,,175,234,112,,,,122,,,,,,,,6,6,6,3,,,1,,,0.18,60,60,61,50
File,BlockHeaderBuilder.java,,,,,,,1,1,1,1,23,3,20,0,,,,1,1,0,,,,1,0,0,,,,1,,,0,,0,0,1,,53,9,,,,27,9,18,,,17,,,,,,,,,,,,10,12,8,,,,4,,,,,,,,1,1,1,1,,,0,,,0.63,1,1,1,1
File,BlockHeaderRule.java,,,,,,,1,1,1,1,4,0,3,1,,,,2,0,1,,,,5,5,2,,,,5,,,0,,0,1,4,,71,11,,,,29,15,9,,,31,,,,,,,,,,,,14,21,14,,,,7,,,,,,,,2,2,3,1,,,1,,,1.07,6,6,7,5
File,BlockHeaderTck.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,36,36,17,,,,36,,,0,,0,0,36,,201,38,,,,146,56,53,,,17,,,,,,,,,,,,53,90,55,,,,35,,,,,,,,1,1,1,1,,,0,,,0.12,36,36,36,36
File,BlockHeaderValidator.java,,,,,,,16,16,16,1,183,48,135,0,,,,1,1,0,,,,1,0,0,,,,1,,,0,,0,0,1,,213,54,,,,142,38,103,,,17,,,,,,,,,,,,37,54,23,,,,31,,,,,,,,16,16,16,1,,,1,,,0.12,16,16,16,1
File,BlockHeaderValidator.java,,,,,,,2,2,2,2,5,0,5,0,,,,1,0,0,,,,3,3,1,,,,3,,,0,,0,0,3,,54,7,,,,23,11,7,,,24,,,,,,,,,,,,10,17,11,,,,6,,,,,,,,3,3,3,3,,,2,,,1.04,5,5,5,5
File,BlockHeaderWrapper.java,,,,,,,1,1,1,1,4,0,3,0,,,,1,0,0,,,,11,11,2,,,,11,,,0,,1,0,10,,96,17,,,,55,27,21,,,24,,,,,,,,,,,,27,39,26,,,,13,,,,,,,,1,1,1,1,,,0,,,0.44,11,11,11,11
File,BlockHeadersMessage.java,,,,,,,2,2,2,1,7,0,6,0,,,,1,0,0,,,,9,9,1,,,,9,,,0,,2,0,7,,123,19,,,,76,27,38,,,28,,,,,,,,,,,,38,59,26,,,,33,,,,,,,,6,6,6,1,,,2,,,0.37,18,18,18,9
File,BlockIdentifier.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,0,0,,,,6,6,2,,,,6,,,0,,0,0,6,,82,13,,,,38,20,13,,,31,,,,,,,,,,,,20,27,19,,,,8,,,,,,,,1,1,1,1,,,0,,,0.82,6,6,6,6
File,BlockLoader.java,,,,,,,3,3,4,1,19,2,16,0,,,,4,0,1,,,,6,6,8,,,,6,,,0,,2,0,4,,164,29,,,,117,49,64,,,20,,,,,,,,,,,,62,83,49,,,,34,,,,,,,,7,7,7,1,,,3,,,0.17,19,19,21,6
File,BlockMiner.java,,,,,,,2,2,2,1,10,0,9,0,,,,3,0,2,,,,27,27,18,,,,27,,,0,,2,12,13,,362,51,,,,280,94,158,,,31,,,,,,,,,,,,147,214,99,,,,115,,,,,,,,7,7,8,7,,,6,,,0.11,57,57,63,33
File,BlockSerializerTest.java,,,,,,,2,2,2,1,11,0,10,0,,,,1,0,1,,,,6,6,0,,,,6,,,0,,1,0,5,,121,15,,,,86,49,50,,,20,,,,,,,,,,,,66,76,46,,,,30,,,,,,,,2,2,2,1,,,1,,,0.23,9,9,9,6
File,BlockStore.java,,,,,,,1,1,1,1,1,0,1,0,,,,1,0,0,,,,17,17,0,,,,17,,,17,,0,0,0,,70,20,,,,24,23,0,,,26,,,,,,,,,,,,22,23,23,,,,0,,,,,,,,1,1,1,1,,,0,,,1.08,17,17,17,17
File,BlockStoreDummy.java,,,,,,,1,1,1,1,2,0,2,0,,,,1,0,0,,,,17,17,0,,,,17,,,0,,0,0,17,,119,27,,,,71,42,13,,,21,,,,,,,,,,,,19,37,25,,,,12,,,,,,,,1,1,1,1,,,0,,,0.30,17,17,17,17
File,BlockSummary.java,,,,,,,1,1,1,1,6,0,6,0,,,,11,10,0,,,,29,19,5,,,,29,,,0,,10,0,19,,218,29,,,,169,50,97,,,20,,,,,,,,,,,,74,115,66,,,,49,,,,,,,,2,2,2,1,,,1,,,0.12,36,36,36,29
File,BlockTck.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,14,14,6,,,,14,,,0,,0,0,14,,95,19,,,,59,26,18,,,17,,,,,,,,,,,,22,37,24,,,,13,,,,,,,,1,1,1,1,,,0,,,0.29,14,14,14,14
File,BlockTest.java,,,,,,,1,1,1,1,10,2,7,1,,,,1,0,2,,,,10,10,5,,,,10,,,0,,1,0,9,,204,45,,,,128,75,74,,,31,,,,,,,,,,,,78,91,64,,,,27,,,,,,,,2,2,2,1,,,1,,,0.24,11,11,11,10
File,BlockTestCase.java,,,,,,,1,1,1,1,3,0,3,0,,,,1,0,0,,,,17,17,8,,,,17,,,0,,0,0,17,,109,21,,,,71,33,20,,,17,,,,,,,,,,,,30,48,32,,,,16,,,,,,,,1,1,1,1,,,0,,,0.24,17,17,17,17
File,BlockTestSuite.java,,,,,,,1,1,1,1,5,0,4,0,,,,1,0,0,,,,3,3,2,,,,3,,,0,,0,0,3,,54,10,,,,27,18,10,,,17,,,,,,,,,,,,15,19,16,,,,3,,,,,,,,1,1,1,1,,,0,,,0.63,3,3,3,3
File,BlockTxForwardTest.java,,,,,,,2,2,2,1,11,0,9,1,,,,15,1,9,,,,39,38,13,,,,39,,,0,,4,0,35,,630,73,,,,429,149,244,,,130,,,,,,,,,,,,204,283,140,,,,143,,,,,,,,9,6,9,5,,,3,,,0.30,74,69,77,47
File,BlockWrapper.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,0,1,,,,25,25,5,,,,25,,,0,,1,0,24,,179,35,,,,120,54,54,,,24,,,,,,,,,,,,61,91,53,,,,38,,,,,,,,4,4,4,3,,,1,,,0.20,33,33,36,27
File,Blockchain.java,,,,,,,1,1,1,1,5,0,1,4,,,,1,0,0,,,,6,6,0,,,,6,,,6,,0,0,0,,68,10,,,,15,14,0,,,43,,,,,,,,,,,,13,14,14,,,,0,,,,,,,,1,1,1,1,,,0,,,2.87,6,6,6,6
File,Blockchain.java,,,,,,,1,1,1,1,1,0,1,0,,,,1,0,0,,,,25,25,0,,,,25,,,25,,0,0,0,,80,27,,,,30,29,0,,,23,,,,,,,,,,,,28,29,29,,,,0,,,,,,,,1,1,1,1,,,0,,,0.77,25,25,25,25
File,BlockchainConfig.java,,,,,,,1,1,1,1,5,0,1,4,,,,1,0,0,,,,14,14,0,,,,14,,,14,,0,0,0,,125,18,,,,29,28,0,,,78,,,,,,,,,,,,26,27,27,,,,0,,,,,,,,1,1,1,1,,,0,,,2.69,14,14,14,14
File,BlockchainGetHeadersTest.java,,,,,,,2,2,2,1,12,1,10,1,,,,3,0,0,,,,10,10,2,,,,10,,,0,,0,0,10,,185,33,,,,124,59,77,,,30,,,,,,,,,,,,82,101,53,,,,48,,,,,,,,3,3,4,3,,,2,,,0.24,16,16,17,12
File,BlockchainImpl.java,,,,,,,2,2,3,1,13,2,9,1,,,,4,3,5,,,,76,73,32,,,,76,,,0,,15,0,61,,1296,270,,,,874,293,529,,,166,,,,,,,,,,,,462,650,268,,,,382,,,,,,,,11,11,12,9,,,4,,,0.19,181,181,190,109
File,BlockchainNetConfig.java,,,,,,,1,1,1,1,4,0,1,3,,,,1,0,0,,,,2,2,0,,,,2,,,2,,0,0,0,,39,4,,,,6,5,0,,,29,,,,,,,,,,,,4,5,5,,,,0,,,,,,,,1,1,1,1,,,0,,,4.83,2,2,2,2
File,BlockchainValidation.java,,,,,,,3,3,3,1,21,2,18,0,,,,2,7,1,,,,9,2,0,,,,9,,,0,,1,0,8,,242,33,,,,182,62,117,,,27,,,,,,,,,,,,113,143,66,,,,77,,,,,,,,5,5,5,1,,,3,,,0.15,26,26,26,9
File,Bloom.java,,,,,,,1,1,2,1,5,0,4,0,,,,1,1,3,,,,10,9,1,,,,10,,,0,,0,0,10,,104,24,,,,57,29,27,,,23,,,,,,,,,,,,32,46,27,,,,19,,,,,,,,3,3,4,3,,,1,,,0.40,14,14,15,12
File,BloomFilter.java,,,,,,,2,2,2,1,5,0,5,0,,,,1,2,2,,,,14,12,2,,,,14,,,0,,4,1,9,,130,19,,,,91,35,51,,,20,,,,,,,,,,,,48,75,34,,,,41,,,,,,,,4,4,4,3,,,2,,,0.22,26,26,27,20
File,BloomFilter.java,,,,,,,2,2,2,1,11,0,5,6,,,,1,0,0,,,,22,22,6,,,,22,,,0,,1,0,21,,333,30,,,,136,41,68,,,172,,,,,,,,,,,,63,99,42,,,,57,,,,,,,,7,7,9,7,,,2,,,1.26,34,34,36,30
File,BloomFilterTest.java,,,,,,,5,5,5,1,18,3,15,1,,,,1,0,1,,,,1,1,0,,,,1,,,0,,0,0,1,,51,7,,,,24,11,11,,,21,,,,,,,,,,,,19,24,13,,,,11,,,,,,,,5,5,5,1,,,1,,,0.88,5,5,5,1
File,BloomTest.java,,,,,,,1,1,1,1,8,1,5,0,,,,1,0,0,,,,4,4,0,,,,4,,,0,,0,0,4,,74,16,,,,34,19,15,,,25,,,,,,,,,,,,17,22,15,,,,7,,,,,,,,1,1,1,1,,,0,,,0.74,4,4,4,4
File,BloomedSource.java,,,,,,,2,2,3,1,11,0,8,2,,,,1,0,1,,,,7,7,7,,,,7,,,0,,0,1,6,,133,12,,,,80,26,47,,,41,,,,,,,,,,,,41,59,22,,,,37,,,,,,,,4,4,4,3,,,2,,,0.51,17,17,18,9
File,Bucket.java,,,,,,,2,2,2,1,5,1,4,0,,,,3,0,1,,,,13,13,5,,,,13,,,1,,0,0,12,,147,46,,,,79,28,38,,,22,,,,,,,,,,,,37,65,28,,,,37,,,,,,,,5,5,5,1,,,2,,,0.28,24,24,24,13
File,BuildInfo.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,1,4,,,,1,0,2,,,,1,,,0,,0,0,1,,58,9,,,,32,15,15,,,17,,,,,,,,,,,,20,24,14,,,,10,,,,,,,,1,1,1,1,,,0,,,0.53,1,1,1,1
File,ByteArrayMap.java,,,,,,,1,1,1,1,2,0,2,0,,,,1,0,0,,,,10,10,1,,,,10,,,0,,0,0,10,,79,14,,,,45,25,9,,,20,,,,,,,,,,,,14,23,14,,,,9,,,,,,,,1,1,1,1,,,0,,,0.44,10,10,10,10
File,ByteArraySet.java,,,,,,,1,1,1,1,4,0,4,0,,,,2,0,0,,,,15,15,2,,,,15,,,1,,0,0,14,,119,20,,,,79,38,26,,,20,,,,,,,,,,,,30,43,26,,,,17,,,,,,,,2,2,2,1,,,1,,,0.25,16,16,16,15
File,ByteArrayWrapper.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,0,0,,,,6,6,2,,,,6,,,0,,0,0,6,,72,11,,,,40,18,17,,,21,,,,,,,,,,,,17,26,15,,,,11,,,,,,,,2,2,2,1,,,1,,,0.53,8,8,8,6
File,ByteArrayWrapperTest.java,,,,,,,2,2,2,1,28,1,26,0,,,,1,1,4,,,,4,3,0,,,,4,,,0,,0,0,4,,160,19,,,,124,35,93,,,17,,,,,,,,,,,,49,58,32,,,,26,,,,,,,,5,5,5,1,,,2,,,0.14,8,8,8,4
File,ByteUtil.java,,,,,,,2,2,3,1,12,0,8,3,,,,1,45,2,,,,45,0,0,,,,45,,,0,,0,0,45,,669,96,,,,404,129,264,,,170,,,,,,,,,,,,242,351,145,,,,206,,,,,,,,5,5,5,4,,,3,,,0.42,109,108,115,57
File,ByteUtilTest.java,,,,,,,1,1,2,1,14,0,12,1,,,,1,0,0,,,,28,28,0,,,,28,,,0,,0,0,28,,499,59,,,,388,185,257,,,58,,,,,,,,,,,,257,296,158,,,,138,,,,,,,,6,6,10,6,,,3,,,0.15,38,38,42,33
File,BzzHandler.java,,,,,,,1,1,1,1,4,0,4,0,,,,1,0,2,,,,10,10,5,,,,10,,,0,,1,0,9,,115,22,,,,73,39,26,,,21,,,,,,,,,,,,39,53,30,,,,23,,,,,,,,4,4,4,1,,,1,,,0.29,13,13,13,10
File,BzzMessage.java,,,,,,,1,1,1,1,3,0,2,0,,,,1,0,0,,,,8,8,2,,,,8,,,2,,0,3,3,,66,11,,,,28,13,8,,,27,,,,,,,,,,,,12,20,13,,,,7,,,,,,,,1,1,1,1,,,0,,,0.96,8,8,8,8
File,BzzMessageCodes.java,,,,,,,1,1,1,1,2,0,2,0,,,,1,2,1,,,,4,4,5,,,,6,,,1,,0,0,5,,75,13,,,,28,15,7,,,34,,,,,,,,,,,,11,17,11,,,,6,,,,,,,,1,1,2,1,,,0,,,1.21,6,6,7,6
File,BzzMessageFactory.java,,,,,,,5,2,5,1,16,1,15,0,,,,1,0,0,,,,1,1,0,,,,1,,,0,,0,0,1,,46,4,,,,21,7,12,,,21,,,,,,,,,,,,9,12,6,,,,6,,,,,,,,5,2,5,1,,,1,,,1.00,5,2,5,1
